country,indicator,date,year_week,value,source,url
Cyprus,Daily hospital occupancy,2020-03-28,2020-W13,34.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-03-29,2020-W13,33.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-03-30,2020-W14,34.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-03-31,2020-W14,40.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-01,2020-W14,54.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-02,2020-W14,51.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-03,2020-W14,55.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-04,2020-W14,56.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-05,2020-W14,55.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-06,2020-W15,48.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-07,2020-W15,51.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-08,2020-W15,45.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-09,2020-W15,51.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-10,2020-W15,50.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-11,2020-W15,45.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-12,2020-W15,42.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-13,2020-W16,39.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-14,2020-W16,40.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-15,2020-W16,40.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-16,2020-W16,36.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-17,2020-W16,40.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-18,2020-W16,36.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-19,2020-W16,36.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-20,2020-W17,33.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-21,2020-W17,36.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-22,2020-W17,34.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-23,2020-W17,31.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-24,2020-W17,32.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-25,2020-W17,33.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-26,2020-W17,30.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-27,2020-W18,29.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-28,2020-W18,26.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-29,2020-W18,27.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-04-30,2020-W18,25.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-01,2020-W18,24.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-02,2020-W18,24.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-03,2020-W18,23.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-04,2020-W19,22.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-05,2020-W19,24.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-06,2020-W19,23.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-07,2020-W19,19.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-08,2020-W19,19.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-09,2020-W19,19.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-10,2020-W19,20.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-11,2020-W20,22.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-12,2020-W20,15.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-13,2020-W20,12.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-14,2020-W20,10.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-15,2020-W20,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-16,2020-W20,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-17,2020-W20,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-18,2020-W21,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-19,2020-W21,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-20,2020-W21,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-21,2020-W21,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-22,2020-W21,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-23,2020-W21,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-24,2020-W21,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-25,2020-W22,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-26,2020-W22,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-27,2020-W22,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-28,2020-W22,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-29,2020-W22,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-30,2020-W22,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-05-31,2020-W22,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-01,2020-W23,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-02,2020-W23,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-03,2020-W23,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-04,2020-W23,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-05,2020-W23,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-06,2020-W23,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-07,2020-W23,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-08,2020-W24,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-09,2020-W24,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-10,2020-W24,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-11,2020-W24,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-12,2020-W24,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-13,2020-W24,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-14,2020-W24,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-15,2020-W25,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-16,2020-W25,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-17,2020-W25,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-18,2020-W25,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-19,2020-W25,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-20,2020-W25,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-21,2020-W25,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-22,2020-W26,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-23,2020-W26,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-24,2020-W26,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-25,2020-W26,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-26,2020-W26,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-27,2020-W26,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-28,2020-W26,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-29,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-06-30,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-01,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-02,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-03,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-04,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-05,2020-W27,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-06,2020-W28,1.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-07,2020-W28,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-08,2020-W28,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-09,2020-W28,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-10,2020-W28,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-11,2020-W28,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-12,2020-W28,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-13,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-14,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-15,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-16,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-17,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-18,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-19,2020-W29,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-20,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-21,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-22,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-23,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-24,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-25,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-26,2020-W30,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-27,2020-W31,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-28,2020-W31,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-29,2020-W31,0.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-30,2020-W31,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-07-31,2020-W31,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-01,2020-W31,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-02,2020-W31,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-03,2020-W32,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-04,2020-W32,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-05,2020-W32,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-06,2020-W32,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-07,2020-W32,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-08,2020-W32,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-09,2020-W32,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-10,2020-W33,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-11,2020-W33,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-12,2020-W33,3.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-13,2020-W33,3.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-14,2020-W33,3.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-15,2020-W33,3.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-16,2020-W33,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-17,2020-W34,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-18,2020-W34,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-19,2020-W34,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-20,2020-W34,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-21,2020-W34,3.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-22,2020-W34,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-23,2020-W34,3.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-24,2020-W35,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-25,2020-W35,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-26,2020-W35,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-27,2020-W35,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-28,2020-W35,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-29,2020-W35,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-30,2020-W35,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-08-31,2020-W36,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-01,2020-W36,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-02,2020-W36,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-03,2020-W36,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-04,2020-W36,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-05,2020-W36,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-06,2020-W36,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-07,2020-W37,2.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-08,2020-W37,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-09,2020-W37,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-10,2020-W37,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-11,2020-W37,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-12,2020-W37,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-13,2020-W37,4.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-14,2020-W38,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-15,2020-W38,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-16,2020-W38,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-17,2020-W38,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-18,2020-W38,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-19,2020-W38,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-20,2020-W38,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-21,2020-W39,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-22,2020-W39,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-23,2020-W39,12.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-24,2020-W39,12.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-25,2020-W39,14.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-26,2020-W39,14.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-27,2020-W39,17.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-28,2020-W40,15.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-29,2020-W40,16.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-09-30,2020-W40,12.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-01,2020-W40,12.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-02,2020-W40,11.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-03,2020-W40,13.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-04,2020-W40,11.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-05,2020-W41,11.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-06,2020-W41,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-07,2020-W41,6.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-08,2020-W41,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-09,2020-W41,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-10,2020-W41,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-11,2020-W41,5.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-12,2020-W42,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-13,2020-W42,7.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-14,2020-W42,8.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-15,2020-W42,9.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-16,2020-W42,12.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-17,2020-W42,21.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-18,2020-W42,19.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-19,2020-W43,23.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-20,2020-W43,24.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-21,2020-W43,23.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-22,2020-W43,26.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-23,2020-W43,26.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-24,2020-W43,28.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-25,2020-W43,32.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-26,2020-W44,31.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-27,2020-W44,31.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-28,2020-W44,38.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-29,2020-W44,38.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-30,2020-W44,34.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-10-31,2020-W44,37.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-01,2020-W44,39.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-02,2020-W45,40.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-03,2020-W45,42.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-04,2020-W45,57.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-05,2020-W45,65.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-06,2020-W45,70.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-07,2020-W45,69.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-08,2020-W45,77.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-09,2020-W46,85.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-10,2020-W46,76.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-11,2020-W46,73.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-12,2020-W46,68.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-13,2020-W46,59.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-14,2020-W46,64.0,Country_Website,https://www.data.gov.cy/search/type/dataset
Cyprus,Daily hospital occupancy,2020-11-15,2020-W46,73.0,Country_Website,https://www.data.gov.cy/search/type/dataset
