Entity,Code,Date,new_hospital_admissions
South West,,2020-07-27,2.857142857
South West,,2020-07-28,3
South West,,2020-07-29,3
South West,,2020-07-30,3
South West,,2020-07-31,3.571428571
South West,,2020-08-01,3
South West,,2020-08-02,3.142857143
South West,,2020-08-03,2.857142857
South West,,2020-08-04,3.142857143
South West,,2020-08-05,2.857142857
South West,,2020-08-06,3
South West,,2020-08-07,3
South West,,2020-08-08,3.142857143
South West,,2020-08-09,2.571428571
South West,,2020-08-10,2.571428571
South West,,2020-08-11,2.285714286
South West,,2020-08-12,2.714285714
South West,,2020-08-13,2.428571429
South West,,2020-08-14,2.142857143
South West,,2020-08-15,2.142857143
South West,,2020-08-16,2.428571429
South West,,2020-08-17,2.285714286
South West,,2020-08-18,2.714285714
South West,,2020-08-19,2.714285714
South West,,2020-08-20,3.285714286
South West,,2020-08-21,3.857142857
South West,,2020-08-22,3.714285714
South West,,2020-08-23,3.571428571
South West,,2020-08-24,3.428571429
South West,,2020-08-25,3
South West,,2020-08-26,2.428571429
South West,,2020-08-27,2
South West,,2020-08-28,1.428571429
South West,,2020-08-29,1.571428571
South West,,2020-08-30,1.571428571
South West,,2020-08-31,1.285714286
South West,,2020-09-01,1.285714286
South West,,2020-09-02,1.857142857
South West,,2020-09-03,1.714285714
South West,,2020-09-04,1.571428571
South West,,2020-09-05,1.428571429
South West,,2020-09-06,1.571428571
South West,,2020-09-07,1.857142857
South West,,2020-09-08,2.285714286
South West,,2020-09-09,2.428571429
South West,,2020-09-10,3.285714286
South West,,2020-09-11,3.571428571
South West,,2020-09-12,3.571428571
South West,,2020-09-13,3.714285714
South West,,2020-09-14,3.428571429
South West,,2020-09-15,3.285714286
South West,,2020-09-16,3.285714286
South West,,2020-09-17,2.857142857
South West,,2020-09-18,3
South West,,2020-09-19,3.857142857
South West,,2020-09-20,4.571428571
South West,,2020-09-21,5.714285714
South West,,2020-09-22,6.285714286
South West,,2020-09-23,6.428571429
South West,,2020-09-24,7.142857143
South West,,2020-09-25,7.714285714
South West,,2020-09-26,7.428571429
South West,,2020-09-27,6.857142857
South West,,2020-09-28,6.285714286
South West,,2020-09-29,6.428571429
South West,,2020-09-30,6.285714286
South West,,2020-10-01,6.857142857
South West,,2020-10-02,7.714285714
South West,,2020-10-03,8.428571429
South West,,2020-10-04,10
South West,,2020-10-05,12.28571429
South West,,2020-10-06,14
South West,,2020-10-07,16.28571429
South West,,2020-10-08,19.42857143
South West,,2020-10-09,20.71428571
South West,,2020-10-10,21.85714286
South West,,2020-10-11,24.57142857
South West,,2020-10-12,26.28571429
South West,,2020-10-13,26.57142857
South West,,2020-10-14,30.14285714
South West,,2020-10-15,29.85714286
South West,,2020-10-16,29.71428571
South West,,2020-10-17,32.42857143
South West,,2020-10-18,32.42857143
South West,,2020-10-19,35.28571429
South West,,2020-10-20,38.14285714
South West,,2020-10-21,38.42857143
South West,,2020-10-22,38.85714286
South West,,2020-10-23,40.85714286
South West,,2020-10-24,42.14285714
South West,,2020-10-25,46.42857143
South West,,2020-10-26,51.57142857
South West,,2020-10-27,54.42857143
South West,,2020-10-28,57.42857143
South West,,2020-10-29,62.14285714
South West,,2020-10-30,68.42857143
South West,,2020-10-31,76
South West,,2020-11-01,77.71428571
South West,,2020-11-02,78.14285714
South West,,2020-11-03,81.42857143
South West,,2020-11-04,86.14285714
South West,,2020-11-05,91.28571429
South West,,2020-11-06,94.57142857
South West,,2020-11-07,96.14285714
South West,,2020-11-08,101.1428571
South West,,2020-11-09,103.7142857
South West,,2020-11-10,102.7142857
South West,,2020-11-11,107.4285714
South West,,2020-11-12,116.7142857
South West,,2020-11-13,120.4285714
South West,,2020-11-14,119.7142857
South West,,2020-11-15,121
South West,,2020-11-16,120.4285714
South West,,2020-11-17,127.2857143
South West,,2020-11-18,126.1428571
South West,,2020-11-19,115.2857143
South West,,2020-11-20,110.4285714
South West,,2020-11-21,110.1428571
South West,,2020-11-22,109.7142857
South West,,2020-11-23,112.1428571
South West,,2020-11-24,108.7142857
South West,,2020-11-25,107.8571429
South West,,2020-11-26,108.8571429
South West,,2020-11-27,107.7142857
South West,,2020-11-28,107.2857143
South West,,2020-11-29,104
South West,,2020-11-30,98.57142857
South West,,2020-12-01,95
South West,,2020-12-02,91.57142857
South West,,2020-12-03,89.57142857
South West,,2020-12-04,87
South West,,2020-12-05,84.57142857
South West,,2020-12-06,84.28571429
South West,,2020-12-07,88.57142857
South West,,2020-12-08,89.57142857
South West,,2020-12-09,94.42857143
South West,,2020-12-10,96.85714286
South West,,2020-12-11,101.7142857
South West,,2020-12-12,104.5714286
South West,,2020-12-13,108.2857143
South West,,2020-12-14,109.8571429
South West,,2020-12-15,113.7142857
South West,,2020-12-16,110
South West,,2020-12-17,114.1428571
South West,,2020-12-18,112.2857143
South West,,2020-12-19,110.5714286
South West,,2020-12-20,108.8571429
South West,,2020-12-21,107
South West,,2020-12-22,109.5714286
South West,,2020-12-23,109.2857143
South West,,2020-12-24,103.2857143
South West,,2020-12-25,104.8571429
South West,,2020-12-26,108.1428571
South West,,2020-12-27,109.1428571
South West,,2020-12-28,116.4285714
South West,,2020-12-29,119
South West,,2020-12-30,135.7142857
South West,,2020-12-31,142.7142857
South West,,2021-01-01,153
South West,,2021-01-02,160.7142857
United Kingdom,GBR,2020-03-23,0
United Kingdom,GBR,2020-03-24,0
United Kingdom,GBR,2020-03-25,0
United Kingdom,GBR,2020-03-26,0
United Kingdom,GBR,2020-03-27,0
United Kingdom,GBR,2020-03-28,0
United Kingdom,GBR,2020-03-29,1987.571429
United Kingdom,GBR,2020-03-30,2261.571429
United Kingdom,GBR,2020-03-31,2420.714286
United Kingdom,GBR,2020-04-01,2632.285714
United Kingdom,GBR,2020-04-02,2825.857143
United Kingdom,GBR,2020-04-03,2926.428571
United Kingdom,GBR,2020-04-04,3030.428571
United Kingdom,GBR,2020-04-05,3091
United Kingdom,GBR,2020-04-06,3070.571429
United Kingdom,GBR,2020-04-07,3115.857143
United Kingdom,GBR,2020-04-08,3030.428571
United Kingdom,GBR,2020-04-09,2936.857143
United Kingdom,GBR,2020-04-10,2870
United Kingdom,GBR,2020-04-11,2761.714286
United Kingdom,GBR,2020-04-12,2640.571429
United Kingdom,GBR,2020-04-13,2513.857143
United Kingdom,GBR,2020-04-14,2362.142857
United Kingdom,GBR,2020-04-15,2206.857143
United Kingdom,GBR,2020-04-16,2118.571429
United Kingdom,GBR,2020-04-17,2047.857143
United Kingdom,GBR,2020-04-18,1971.571429
United Kingdom,GBR,2020-04-19,1913.142857
United Kingdom,GBR,2020-04-20,1852.571429
United Kingdom,GBR,2020-04-21,1799
United Kingdom,GBR,2020-04-22,1748.857143
United Kingdom,GBR,2020-04-23,1677.714286
United Kingdom,GBR,2020-04-24,1614.571429
United Kingdom,GBR,2020-04-25,1561
United Kingdom,GBR,2020-04-26,1517.857143
United Kingdom,GBR,2020-04-27,1489.571429
United Kingdom,GBR,2020-04-28,1461.714286
United Kingdom,GBR,2020-04-29,1455.714286
United Kingdom,GBR,2020-04-30,1445.714286
United Kingdom,GBR,2020-05-01,1408.285714
United Kingdom,GBR,2020-05-02,1397.714286
United Kingdom,GBR,2020-05-03,1373.714286
United Kingdom,GBR,2020-05-04,1332.428571
United Kingdom,GBR,2020-05-05,1279.285714
United Kingdom,GBR,2020-05-06,1239.142857
United Kingdom,GBR,2020-05-07,1199.428571
United Kingdom,GBR,2020-05-08,1148.857143
United Kingdom,GBR,2020-05-09,1115
United Kingdom,GBR,2020-05-10,1076.285714
United Kingdom,GBR,2020-05-11,1044.857143
United Kingdom,GBR,2020-05-12,1021.571429
United Kingdom,GBR,2020-05-13,987.1428571
United Kingdom,GBR,2020-05-14,950.4285714
United Kingdom,GBR,2020-05-15,944.5714286
United Kingdom,GBR,2020-05-16,926
United Kingdom,GBR,2020-05-17,908.2857143
United Kingdom,GBR,2020-05-18,882.4285714
United Kingdom,GBR,2020-05-19,867.7142857
United Kingdom,GBR,2020-05-20,851.2857143
United Kingdom,GBR,2020-05-21,841.7142857
United Kingdom,GBR,2020-05-22,823.2857143
United Kingdom,GBR,2020-05-23,799
United Kingdom,GBR,2020-05-24,769.7142857
United Kingdom,GBR,2020-05-25,734.5714286
United Kingdom,GBR,2020-05-26,708.4285714
United Kingdom,GBR,2020-05-27,688.5714286
United Kingdom,GBR,2020-05-28,668.7142857
United Kingdom,GBR,2020-05-29,651
United Kingdom,GBR,2020-05-30,640.2857143
United Kingdom,GBR,2020-05-31,631.8571429
United Kingdom,GBR,2020-06-01,632.1428571
United Kingdom,GBR,2020-06-02,628
United Kingdom,GBR,2020-06-03,617
United Kingdom,GBR,2020-06-04,597.2857143
United Kingdom,GBR,2020-06-05,577.2857143
United Kingdom,GBR,2020-06-06,554.1428571
United Kingdom,GBR,2020-06-07,536.7142857
United Kingdom,GBR,2020-06-08,509.2857143
United Kingdom,GBR,2020-06-09,484
United Kingdom,GBR,2020-06-10,466.4285714
United Kingdom,GBR,2020-06-11,449.5714286
United Kingdom,GBR,2020-06-12,437.5714286
United Kingdom,GBR,2020-06-13,434.5714286
United Kingdom,GBR,2020-06-14,428.5714286
United Kingdom,GBR,2020-06-15,432.5714286
United Kingdom,GBR,2020-06-16,427.4285714
United Kingdom,GBR,2020-06-17,416.1428571
United Kingdom,GBR,2020-06-18,409.8571429
United Kingdom,GBR,2020-06-19,402
United Kingdom,GBR,2020-06-20,383.7142857
United Kingdom,GBR,2020-06-21,372.8571429
United Kingdom,GBR,2020-06-22,366.2857143
United Kingdom,GBR,2020-06-23,352.8571429
United Kingdom,GBR,2020-06-24,343.5714286
United Kingdom,GBR,2020-06-25,332.4285714
United Kingdom,GBR,2020-06-26,332.7142857
United Kingdom,GBR,2020-06-27,336.8571429
United Kingdom,GBR,2020-06-28,325.4285714
United Kingdom,GBR,2020-06-29,300.4285714
United Kingdom,GBR,2020-06-30,291
United Kingdom,GBR,2020-07-01,277.2857143
United Kingdom,GBR,2020-07-02,261.8571429
United Kingdom,GBR,2020-07-03,244
United Kingdom,GBR,2020-07-04,232
United Kingdom,GBR,2020-07-05,230.1428571
United Kingdom,GBR,2020-07-06,228
United Kingdom,GBR,2020-07-07,216.4285714
United Kingdom,GBR,2020-07-08,207.4285714
United Kingdom,GBR,2020-07-09,206.8571429
United Kingdom,GBR,2020-07-10,201.4285714
United Kingdom,GBR,2020-07-11,197.7142857
United Kingdom,GBR,2020-07-12,186.1428571
United Kingdom,GBR,2020-07-13,184
United Kingdom,GBR,2020-07-14,179.8571429
United Kingdom,GBR,2020-07-15,173.8571429
United Kingdom,GBR,2020-07-16,167.2857143
United Kingdom,GBR,2020-07-17,162.7142857
United Kingdom,GBR,2020-07-18,152.5714286
United Kingdom,GBR,2020-07-19,154.2857143
United Kingdom,GBR,2020-07-20,145.8571429
United Kingdom,GBR,2020-07-21,137.2857143
United Kingdom,GBR,2020-07-22,136
United Kingdom,GBR,2020-07-23,140.7142857
United Kingdom,GBR,2020-07-24,142.7142857
United Kingdom,GBR,2020-07-25,144.8571429
United Kingdom,GBR,2020-07-26,142.4285714
United Kingdom,GBR,2020-07-27,142.1428571
United Kingdom,GBR,2020-07-28,141.2857143
United Kingdom,GBR,2020-07-29,137.7142857
United Kingdom,GBR,2020-07-30,127.8571429
United Kingdom,GBR,2020-07-31,121.5714286
United Kingdom,GBR,2020-08-01,122.5714286
United Kingdom,GBR,2020-08-02,120.2857143
United Kingdom,GBR,2020-08-03,117.7142857
United Kingdom,GBR,2020-08-04,118.7142857
United Kingdom,GBR,2020-08-05,119.5714286
United Kingdom,GBR,2020-08-06,115.2857143
United Kingdom,GBR,2020-08-07,115.8571429
United Kingdom,GBR,2020-08-08,117.8571429
United Kingdom,GBR,2020-08-09,119.7142857
United Kingdom,GBR,2020-08-10,116
United Kingdom,GBR,2020-08-11,114.1428571
United Kingdom,GBR,2020-08-12,108.8571429
United Kingdom,GBR,2020-08-13,113
United Kingdom,GBR,2020-08-14,110.5714286
United Kingdom,GBR,2020-08-15,104.4285714
United Kingdom,GBR,2020-08-16,100.7142857
United Kingdom,GBR,2020-08-17,102.2857143
United Kingdom,GBR,2020-08-18,104.5714286
United Kingdom,GBR,2020-08-19,106.2857143
United Kingdom,GBR,2020-08-20,101.7142857
United Kingdom,GBR,2020-08-21,102.8571429
United Kingdom,GBR,2020-08-22,99
United Kingdom,GBR,2020-08-23,98.14285714
United Kingdom,GBR,2020-08-24,97.42857143
United Kingdom,GBR,2020-08-25,96.28571429
United Kingdom,GBR,2020-08-26,98.85714286
United Kingdom,GBR,2020-08-27,106.4285714
United Kingdom,GBR,2020-08-28,110.5714286
United Kingdom,GBR,2020-08-29,116
United Kingdom,GBR,2020-08-30,116.2857143
United Kingdom,GBR,2020-08-31,116.4285714
United Kingdom,GBR,2020-09-01,118.2857143
United Kingdom,GBR,2020-09-02,120
United Kingdom,GBR,2020-09-03,119.2857143
United Kingdom,GBR,2020-09-04,121.5714286
United Kingdom,GBR,2020-09-05,124.5714286
United Kingdom,GBR,2020-09-06,133.4285714
United Kingdom,GBR,2020-09-07,140.7142857
United Kingdom,GBR,2020-09-08,147.5714286
United Kingdom,GBR,2020-09-09,155.7142857
United Kingdom,GBR,2020-09-10,166
United Kingdom,GBR,2020-09-11,176.8571429
United Kingdom,GBR,2020-09-12,189
United Kingdom,GBR,2020-09-13,201.4285714
United Kingdom,GBR,2020-09-14,217.7142857
United Kingdom,GBR,2020-09-15,230.2857143
United Kingdom,GBR,2020-09-16,242.2857143
United Kingdom,GBR,2020-09-17,248.5714286
United Kingdom,GBR,2020-09-18,252.8571429
United Kingdom,GBR,2020-09-19,259.1428571
United Kingdom,GBR,2020-09-20,268.1428571
United Kingdom,GBR,2020-09-21,284.1428571
United Kingdom,GBR,2020-09-22,295.4285714
United Kingdom,GBR,2020-09-23,314.7142857
United Kingdom,GBR,2020-09-24,337.4285714
United Kingdom,GBR,2020-09-25,354.8571429
United Kingdom,GBR,2020-09-26,368
United Kingdom,GBR,2020-09-27,375.4285714
United Kingdom,GBR,2020-09-28,386
United Kingdom,GBR,2020-09-29,399
United Kingdom,GBR,2020-09-30,403.4285714
United Kingdom,GBR,2020-10-01,417.8571429
United Kingdom,GBR,2020-10-02,438.4285714
United Kingdom,GBR,2020-10-03,464.2857143
United Kingdom,GBR,2020-10-04,505.2857143
United Kingdom,GBR,2020-10-05,531.4285714
United Kingdom,GBR,2020-10-06,571.5714286
United Kingdom,GBR,2020-10-07,604.7142857
United Kingdom,GBR,2020-10-08,631.2857143
United Kingdom,GBR,2020-10-09,656.5714286
United Kingdom,GBR,2020-10-10,683
United Kingdom,GBR,2020-10-11,710.7142857
United Kingdom,GBR,2020-10-12,747.1428571
United Kingdom,GBR,2020-10-13,789.8571429
United Kingdom,GBR,2020-10-14,832.2857143
United Kingdom,GBR,2020-10-15,880.1428571
United Kingdom,GBR,2020-10-16,909.5714286
United Kingdom,GBR,2020-10-17,953.4285714
United Kingdom,GBR,2020-10-18,991.2857143
United Kingdom,GBR,2020-10-19,1021.142857
United Kingdom,GBR,2020-10-20,1044.285714
United Kingdom,GBR,2020-10-21,1084.142857
United Kingdom,GBR,2020-10-22,1117.142857
United Kingdom,GBR,2020-10-23,1171.285714
United Kingdom,GBR,2020-10-24,1204.142857
United Kingdom,GBR,2020-10-25,1251.428571
United Kingdom,GBR,2020-10-26,1314.285714
United Kingdom,GBR,2020-10-27,1357.857143
United Kingdom,GBR,2020-10-28,1389.857143
United Kingdom,GBR,2020-10-29,1434.142857
United Kingdom,GBR,2020-10-30,1446.285714
United Kingdom,GBR,2020-10-31,1475.285714
United Kingdom,GBR,2020-11-01,1484.714286
United Kingdom,GBR,2020-11-02,1489.714286
United Kingdom,GBR,2020-11-03,1493
United Kingdom,GBR,2020-11-04,1520.428571
United Kingdom,GBR,2020-11-05,1520.428571
United Kingdom,GBR,2020-11-06,1526
United Kingdom,GBR,2020-11-07,1540
United Kingdom,GBR,2020-11-08,1568.571429
United Kingdom,GBR,2020-11-09,1595.857143
United Kingdom,GBR,2020-11-10,1644
United Kingdom,GBR,2020-11-11,1685.428571
United Kingdom,GBR,2020-11-12,1731.714286
United Kingdom,GBR,2020-11-13,1765.428571
United Kingdom,GBR,2020-11-14,1773.428571
United Kingdom,GBR,2020-11-15,1770.857143
United Kingdom,GBR,2020-11-16,1772.142857
United Kingdom,GBR,2020-11-17,1752.142857
United Kingdom,GBR,2020-11-18,1725.571429
United Kingdom,GBR,2020-11-19,1692.428571
United Kingdom,GBR,2020-11-20,1676.714286
United Kingdom,GBR,2020-11-21,1655
United Kingdom,GBR,2020-11-22,1629.428571
United Kingdom,GBR,2020-11-23,1603.428571
United Kingdom,GBR,2020-11-24,1572.857143
United Kingdom,GBR,2020-11-25,1548.142857
United Kingdom,GBR,2020-11-26,1509.857143
United Kingdom,GBR,2020-11-27,1471.428571
United Kingdom,GBR,2020-11-28,1436.571429
United Kingdom,GBR,2020-11-29,1421.428571
United Kingdom,GBR,2020-11-30,1395
United Kingdom,GBR,2020-12-01,1393
United Kingdom,GBR,2020-12-02,1374.714286
United Kingdom,GBR,2020-12-03,1386.571429
United Kingdom,GBR,2020-12-04,1408.142857
United Kingdom,GBR,2020-12-05,1430.428571
United Kingdom,GBR,2020-12-06,1442.428571
United Kingdom,GBR,2020-12-07,1477.142857
United Kingdom,GBR,2020-12-08,1517.714286
United Kingdom,GBR,2020-12-09,1555.142857
United Kingdom,GBR,2020-12-10,1590.285714
United Kingdom,GBR,2020-12-11,1625.714286
United Kingdom,GBR,2020-12-12,1685.142857
United Kingdom,GBR,2020-12-13,1724
United Kingdom,GBR,2020-12-14,1766.857143
United Kingdom,GBR,2020-12-15,1789.428571
United Kingdom,GBR,2020-12-16,1833.571429
United Kingdom,GBR,2020-12-17,1887.428571
United Kingdom,GBR,2020-12-18,1920.142857
United Kingdom,GBR,2020-12-19,1952.571429
United Kingdom,GBR,2020-12-20,2011.857143
United Kingdom,GBR,2020-12-21,2068.571429
United Kingdom,GBR,2020-12-22,2142.142857
United Kingdom,GBR,2020-12-23,2168.714286
United Kingdom,GBR,2020-12-24,2155.714286
United Kingdom,GBR,2020-12-25,2190.857143
United Kingdom,GBR,2020-12-26,2255.142857
United Kingdom,GBR,2020-12-27,2348.142857
United Kingdom,GBR,2020-12-28,2453.571429
Wales,,2020-03-23,0
Wales,,2020-03-24,0
Wales,,2020-03-25,0
Wales,,2020-03-26,0
Wales,,2020-03-27,0
Wales,,2020-03-28,0
Wales,,2020-03-29,108.1428571
Wales,,2020-03-30,124.5714286
Wales,,2020-03-31,138.1428571
Wales,,2020-04-01,142.2857143
Wales,,2020-04-02,146.8571429
Wales,,2020-04-03,145.7142857
Wales,,2020-04-04,146.8571429
Wales,,2020-04-05,147
Wales,,2020-04-06,143.5714286
Wales,,2020-04-07,149
Wales,,2020-04-08,142
Wales,,2020-04-09,140.1428571
Wales,,2020-04-10,142.8571429
Wales,,2020-04-11,138.8571429
Wales,,2020-04-12,143.7142857
Wales,,2020-04-13,144.7142857
Wales,,2020-04-14,131.8571429
Wales,,2020-04-15,130.8571429
Wales,,2020-04-16,127.7142857
Wales,,2020-04-17,130.8571429
Wales,,2020-04-18,134.1428571
Wales,,2020-04-19,124.7142857
Wales,,2020-04-20,122.4285714
Wales,,2020-04-21,124
Wales,,2020-04-22,120.5714286
Wales,,2020-04-23,124.8571429
Wales,,2020-04-24,122.5714286
Wales,,2020-04-25,120.1428571
Wales,,2020-04-26,119.4285714
Wales,,2020-04-27,116.7142857
Wales,,2020-04-28,119.8571429
Wales,,2020-04-29,119.8571429
Wales,,2020-04-30,119.5714286
Wales,,2020-05-01,115.5714286
Wales,,2020-05-02,119.8571429
Wales,,2020-05-03,119.4285714
Wales,,2020-05-04,123.1428571
Wales,,2020-05-05,122.7142857
Wales,,2020-05-06,119.2857143
Wales,,2020-05-07,117.4285714
Wales,,2020-05-08,120.2857143
Wales,,2020-05-09,115.1428571
Wales,,2020-05-10,118
Wales,,2020-05-11,116.1428571
Wales,,2020-05-12,109.8571429
Wales,,2020-05-13,112.1428571
Wales,,2020-05-14,110.1428571
Wales,,2020-05-15,104.5714286
Wales,,2020-05-16,106.1428571
Wales,,2020-05-17,103.8571429
Wales,,2020-05-18,99.42857143
Wales,,2020-05-19,101.2857143
Wales,,2020-05-20,97.85714286
Wales,,2020-05-21,97.85714286
Wales,,2020-05-22,96.85714286
Wales,,2020-05-23,97.42857143
Wales,,2020-05-24,94.57142857
Wales,,2020-05-25,95.28571429
Wales,,2020-05-26,94
Wales,,2020-05-27,95.57142857
Wales,,2020-05-28,97.71428571
Wales,,2020-05-29,100.2857143
Wales,,2020-05-30,96.28571429
Wales,,2020-05-31,94.85714286
Wales,,2020-06-01,93.57142857
Wales,,2020-06-02,95
Wales,,2020-06-03,98.57142857
Wales,,2020-06-04,95.28571429
Wales,,2020-06-05,92.85714286
Wales,,2020-06-06,92.71428571
Wales,,2020-06-07,93.85714286
Wales,,2020-06-08,91.85714286
Wales,,2020-06-09,88.71428571
Wales,,2020-06-10,83.85714286
Wales,,2020-06-11,84.85714286
Wales,,2020-06-12,86
Wales,,2020-06-13,89.14285714
Wales,,2020-06-14,85.71428571
Wales,,2020-06-15,87
Wales,,2020-06-16,88.57142857
Wales,,2020-06-17,87.71428571
Wales,,2020-06-18,85.28571429
Wales,,2020-06-19,83.57142857
Wales,,2020-06-20,77
Wales,,2020-06-21,79.28571429
Wales,,2020-06-22,79.14285714
Wales,,2020-06-23,76.85714286
Wales,,2020-06-24,78.28571429
Wales,,2020-06-25,75
Wales,,2020-06-26,76.42857143
Wales,,2020-06-27,77.28571429
Wales,,2020-06-28,74.28571429
Wales,,2020-06-29,71.28571429
Wales,,2020-06-30,74.85714286
Wales,,2020-07-01,69.85714286
Wales,,2020-07-02,69.85714286
Wales,,2020-07-03,66.57142857
Wales,,2020-07-04,67.14285714
Wales,,2020-07-05,69.42857143
Wales,,2020-07-06,70
Wales,,2020-07-07,64.28571429
Wales,,2020-07-08,63.85714286
Wales,,2020-07-09,65.42857143
Wales,,2020-07-10,65.85714286
Wales,,2020-07-11,65.57142857
Wales,,2020-07-12,62.42857143
Wales,,2020-07-13,62.42857143
Wales,,2020-07-14,62.28571429
Wales,,2020-07-15,60.14285714
Wales,,2020-07-16,56.28571429
Wales,,2020-07-17,55
Wales,,2020-07-18,51.85714286
Wales,,2020-07-19,53.28571429
Wales,,2020-07-20,52.28571429
Wales,,2020-07-21,49.85714286
Wales,,2020-07-22,53.28571429
Wales,,2020-07-23,59
Wales,,2020-07-24,59.28571429
Wales,,2020-07-25,58.42857143
Wales,,2020-07-26,57.57142857
Wales,,2020-07-27,57.57142857
Wales,,2020-07-28,58
Wales,,2020-07-29,56.85714286
Wales,,2020-07-30,51.85714286
Wales,,2020-07-31,50.85714286
Wales,,2020-08-01,54.42857143
Wales,,2020-08-02,53
Wales,,2020-08-03,51
Wales,,2020-08-04,53.28571429
Wales,,2020-08-05,54.71428571
Wales,,2020-08-06,53.57142857
Wales,,2020-08-07,53.42857143
Wales,,2020-08-08,50.85714286
Wales,,2020-08-09,53.14285714
Wales,,2020-08-10,53.42857143
Wales,,2020-08-11,50.85714286
Wales,,2020-08-12,46.71428571
Wales,,2020-08-13,49.28571429
Wales,,2020-08-14,47.28571429
Wales,,2020-08-15,46.85714286
Wales,,2020-08-16,44.85714286
Wales,,2020-08-17,45.85714286
Wales,,2020-08-18,48.14285714
Wales,,2020-08-19,48.14285714
Wales,,2020-08-20,44.71428571
Wales,,2020-08-21,46.85714286
Wales,,2020-08-22,45
Wales,,2020-08-23,43.42857143
Wales,,2020-08-24,43.14285714
Wales,,2020-08-25,41.14285714
Wales,,2020-08-26,44.57142857
Wales,,2020-08-27,49
Wales,,2020-08-28,53.14285714
Wales,,2020-08-29,55
Wales,,2020-08-30,56
Wales,,2020-08-31,55
Wales,,2020-09-01,57.85714286
Wales,,2020-09-02,56.42857143
Wales,,2020-09-03,56.42857143
Wales,,2020-09-04,54.42857143
Wales,,2020-09-05,50.85714286
Wales,,2020-09-06,52.14285714
Wales,,2020-09-07,54.57142857
Wales,,2020-09-08,54
Wales,,2020-09-09,53.57142857
Wales,,2020-09-10,50.57142857
Wales,,2020-09-11,50.71428571
Wales,,2020-09-12,54.71428571
Wales,,2020-09-13,56.57142857
Wales,,2020-09-14,58.42857143
Wales,,2020-09-15,56.71428571
Wales,,2020-09-16,58
Wales,,2020-09-17,57
Wales,,2020-09-18,52.85714286
Wales,,2020-09-19,49.85714286
Wales,,2020-09-20,46
Wales,,2020-09-21,46
Wales,,2020-09-22,44.57142857
Wales,,2020-09-23,45.28571429
Wales,,2020-09-24,52.71428571
Wales,,2020-09-25,56.42857143
Wales,,2020-09-26,60.28571429
Wales,,2020-09-27,64.28571429
Wales,,2020-09-28,66
Wales,,2020-09-29,72.71428571
Wales,,2020-09-30,71.42857143
Wales,,2020-10-01,69.28571429
Wales,,2020-10-02,73.14285714
Wales,,2020-10-03,75.71428571
Wales,,2020-10-04,80.85714286
Wales,,2020-10-05,79.14285714
Wales,,2020-10-06,77.71428571
Wales,,2020-10-07,81.14285714
Wales,,2020-10-08,80.71428571
Wales,,2020-10-09,75.85714286
Wales,,2020-10-10,79.28571429
Wales,,2020-10-11,77.42857143
Wales,,2020-10-12,81.28571429
Wales,,2020-10-13,83.85714286
Wales,,2020-10-14,89.28571429
Wales,,2020-10-15,93
Wales,,2020-10-16,99.42857143
Wales,,2020-10-17,100.7142857
Wales,,2020-10-18,102
Wales,,2020-10-19,98.28571429
Wales,,2020-10-20,95.28571429
Wales,,2020-10-21,90.85714286
Wales,,2020-10-22,91.57142857
Wales,,2020-10-23,94.14285714
Wales,,2020-10-24,92.14285714
Wales,,2020-10-25,90.71428571
Wales,,2020-10-26,93
Wales,,2020-10-27,98.28571429
Wales,,2020-10-28,97
Wales,,2020-10-29,94
Wales,,2020-10-30,90.28571429
Wales,,2020-10-31,87.71428571
Wales,,2020-11-01,87.42857143
Wales,,2020-11-02,87.28571429
Wales,,2020-11-03,85.85714286
Wales,,2020-11-04,92.42857143
Wales,,2020-11-05,94.71428571
Wales,,2020-11-06,92.57142857
Wales,,2020-11-07,97.14285714
Wales,,2020-11-08,97
Wales,,2020-11-09,95.42857143
Wales,,2020-11-10,95.42857143
Wales,,2020-11-11,90.57142857
Wales,,2020-11-12,90.28571429
Wales,,2020-11-13,89.14285714
Wales,,2020-11-14,85.85714286
Wales,,2020-11-15,85
Wales,,2020-11-16,86
Wales,,2020-11-17,81.42857143
Wales,,2020-11-18,79.28571429
Wales,,2020-11-19,74.57142857
Wales,,2020-11-20,75
Wales,,2020-11-21,74.28571429
Wales,,2020-11-22,73.28571429
Wales,,2020-11-23,73.28571429
Wales,,2020-11-24,74.14285714
Wales,,2020-11-25,72.71428571
Wales,,2020-11-26,76.42857143
Wales,,2020-11-27,77.71428571
Wales,,2020-11-28,75.14285714
Wales,,2020-11-29,76.71428571
Wales,,2020-11-30,75.42857143
Wales,,2020-12-01,78.85714286
Wales,,2020-12-02,80.85714286
Wales,,2020-12-03,74.71428571
Wales,,2020-12-04,70.71428571
Wales,,2020-12-05,72.85714286
Wales,,2020-12-06,71.28571429
Wales,,2020-12-07,71.42857143
Wales,,2020-12-08,70.85714286
Wales,,2020-12-09,69.71428571
Wales,,2020-12-10,77.57142857
Wales,,2020-12-11,86
Wales,,2020-12-12,89
Wales,,2020-12-13,89.28571429
Wales,,2020-12-14,89.85714286
Wales,,2020-12-15,88.42857143
Wales,,2020-12-16,96.28571429
Wales,,2020-12-17,99.57142857
Wales,,2020-12-18,99.85714286
Wales,,2020-12-19,100.5714286
Wales,,2020-12-20,104.2857143
Wales,,2020-12-21,107.8571429
