name1,fb_population_1,name2,fb_population_2,link_value,ds
Nivelles,3842,Mouscron,1119,2.3348993101607424e-06,2020-06-30
Sint-Niklaas,3462,Mouscron,1119,6.318870852303927e-07,2020-06-30
Kortrijk,4141,Mouscron,1119,3.239303871412135e-05,2020-06-30
Mouscron,1119,Mouscron,1119,0.0,2020-06-30
Charleroi,5815,Mouscron,1119,1.7642061105738984e-06,2020-06-30
Dinant,1309,Mouscron,1119,3.99494972793461e-06,2020-06-30
Ieper,1558,Mouscron,1119,4.1407535473017786e-05,2020-06-30
Tournai,1817,Mouscron,1119,9.736842746244568e-05,2020-06-30
Brugge,3707,Mouscron,1119,3.292263298150284e-06,2020-06-30
Turnhout,6565,Turnhout,6565,0.0,2020-06-30
Nivelles,3842,Turnhout,6565,8.436740156502448e-07,2020-06-30
Tielt,1342,Turnhout,6565,1.3438674979009338e-06,2020-06-30
Tournai,1817,Turnhout,6565,2.5523880262133387e-07,2020-06-30
Ieper,1558,Turnhout,6565,9.356362782944208e-07,2020-06-30
Maaseik,3671,Turnhout,6565,1.1211375402479884e-05,2020-06-30
Virton,589,Turnhout,6565,9.300310616520335e-08,2020-06-30
Philippeville,835,Turnhout,6565,3.661121524404858e-07,2020-06-30
Gent,6732,Turnhout,6565,1.7163404733779418e-06,2020-06-30
Huy,1375,Turnhout,6565,3.408033111003408e-07,2020-06-30
Marche-en-Famenne,690,Turnhout,6565,1.151642079321804e-06,2020-06-30
Mons,3369,Turnhout,6565,3.442564695573345e-07,2020-06-30
Turnhout,6565,Diksmuide,747,9.86893855397573e-07,2020-06-30
Leuven,5614,Diksmuide,747,1.9741165925475656e-06,2020-06-30
Mouscron,1119,Diksmuide,747,6.1056506453824035e-06,2020-06-30
Aalst,4432,Diksmuide,747,3.3600128360940562e-06,2020-06-30
Huy,1375,Diksmuide,747,3.8972629334075107e-07,2020-06-30
Tongeren,3135,Diksmuide,747,1.2844302282757858e-06,2020-06-30
Ath,1096,Waremme,1035,1.2869119402759515e-06,2020-06-30
Charleroi,5815,Waremme,1035,3.642193879835162e-06,2020-06-30
Veurne,894,Waremme,1035,8.989030809216913e-06,2020-06-30
Maaseik,3671,Waremme,1035,4.4035312137436505e-07,2020-06-30
Turnhout,6565,Waremme,1035,4.918140590403468e-07,2020-06-30
Roeselare,2472,Waremme,1035,5.979089101362915e-07,2020-06-30
Huy,1375,Waremme,1035,8.084642142613157e-05,2020-06-30
Mons,3369,Waremme,1035,1.8164564851966174e-06,2020-06-30
Sint-Niklaas,3462,Waremme,1035,5.296476193754302e-07,2020-06-30
Tongeren,3135,Waremme,1035,4.2079898423656374e-06,2020-06-30
Antwerpen,12564,Waremme,1035,4.981015107717117e-07,2020-06-30
Oudenaarde,1628,Waremme,1035,8.492988565452331e-07,2020-06-30
Diksmuide,747,Waremme,1035,7.942718398066359e-07,2020-06-30
Mouscron,1119,Waremme,1035,4.908215849662017e-07,2020-06-30
Hasselt,6225,Charleroi,5815,3.090745380627177e-07,2020-06-30
Dendermonde,2853,Charleroi,5815,8.920094737350052e-07,2020-06-30
Gent,6732,Charleroi,5815,6.680477761859583e-07,2020-06-30
Maaseik,3671,Charleroi,5815,1.700465298984332e-07,2020-06-30
Antwerpen,12564,Charleroi,5815,5.268783291258346e-07,2020-06-30
Tournai,1817,Charleroi,5815,2.885295613025645e-06,2020-06-30
Soignies,2464,Charleroi,5815,4.836792117704322e-05,2020-06-30
Diksmuide,747,Charleroi,5815,5.725632652946377e-07,2020-06-30
Brugge,3707,Charleroi,5815,2.9920168126893297e-06,2020-06-30
Mouscron,1119,Charleroi,5815,1.7642061105738984e-06,2020-06-30
Huy,1375,Arlon,821,3.6334284202737305e-06,2020-06-30
Brussel Hoofdstad,12500,Arlon,821,3.1406240937300616e-06,2020-06-30
Verviers,2804,Arlon,821,2.79336269030824e-06,2020-06-30
Waremme,1035,Arlon,821,1.8469810522626992e-06,2020-06-30
Hasselt,6225,Arlon,821,5.408987806299343e-07,2020-06-30
Veurne,894,Arlon,821,1.2572214508182265e-05,2020-06-30
Ieper,1558,Arlon,821,1.1052072413885786e-07,2020-06-30
Tongeren,3135,Arlon,821,3.1143694199018264e-07,2020-06-30
Thuin,1979,Bastogne,512,8.953800683466076e-07,2020-06-30
Mechelen,4177,Bastogne,512,1.083390201229522e-06,2020-06-30
Waremme,1035,Bastogne,512,5.6462550801318925e-06,2020-06-30
Tielt,1342,Bastogne,512,3.147556138078679e-07,2020-06-30
Philippeville,835,Bastogne,512,1.8401626805911984e-06,2020-06-30
Dinant,1309,Bastogne,512,1.81868734709793e-05,2020-06-30
Sint-Niklaas,3462,Bastogne,512,7.776801152593234e-07,2020-06-30
Virton,589,Bastogne,512,4.9212031148940885e-05,2020-06-30
Charleroi,5815,Bastogne,512,3.5615295286035017e-06,2020-06-30
Tongeren,3135,Bastogne,512,1.0188750166135031e-06,2020-06-30
Oostende,2520,Bastogne,512,1.2744491242677627e-06,2020-06-30
Huy,1375,Bastogne,512,7.864639700577201e-06,2020-06-30
Turnhout,6565,Bastogne,512,1.012640970484411e-06,2020-06-30
Antwerpen,12564,Bastogne,512,1.639593253770852e-06,2020-06-30
Maaseik,3671,Bastogne,512,4.731898455775209e-07,2020-06-30
Leuven,5614,Bastogne,512,9.750245497721116e-07,2020-06-30
Veurne,894,Bastogne,512,1.0975534648982636e-05,2020-06-30
Mouscron,1119,Bastogne,512,1.6467206716243244e-06,2020-06-30
Aalst,4432,Bastogne,512,7.972151124711692e-07,2020-06-30
Tournai,1817,Sint-Niklaas,3462,6.257907515908925e-07,2020-06-30
Charleroi,5815,Sint-Niklaas,3462,4.260916574213179e-07,2020-06-30
Liège,7678,Sint-Niklaas,3462,3.032781446471464e-07,2020-06-30
Thuin,1979,Sint-Niklaas,3462,2.4362490514889665e-07,2020-06-30
Leuven,5614,Sint-Niklaas,3462,2.9386988600970852e-06,2020-06-30
Maaseik,3671,Sint-Niklaas,3462,1.084017904339437e-06,2020-06-30
Roeselare,2472,Sint-Niklaas,3462,3.5604704670336807e-06,2020-06-30
Arlon,821,Sint-Niklaas,3462,1.4484961457521018e-07,2020-06-30
Neufchâteau,703,Sint-Niklaas,3462,6.84396493025518e-07,2020-06-30
Tongeren,3135,Marche-en-Famenne,690,1.1013755292931492e-06,2020-06-30
Dinant,1309,Hasselt,6225,5.568735952455705e-07,2020-06-30
Antwerpen,12564,Hasselt,6225,4.2756036501793165e-06,2020-06-30
Virton,589,Hasselt,6225,8.847744442074223e-08,2020-06-30
Verviers,2804,Hasselt,6225,7.890800572941404e-07,2020-06-30
Aalst,4432,Hasselt,6225,1.4498247128678602e-06,2020-06-30
Arlon,821,Hasselt,6225,5.408987806299343e-07,2020-06-30
Waremme,1035,Hasselt,6225,3.587388431111148e-06,2020-06-30
Leuven,5614,Hasselt,6225,2.4383062755827055e-05,2020-06-30
Ieper,1558,Hasselt,6225,1.351607297212568e-06,2020-06-30
Mons,3369,Hasselt,6225,2.9153538113688603e-07,2020-06-30
Tongeren,3135,Hasselt,6225,6.111486781535397e-05,2020-06-30
Turnhout,6565,Halle-Vilvoorde,6915,2.246605358651921e-06,2020-06-30
Tielt,1342,Halle-Vilvoorde,6915,1.6595273476252104e-06,2020-06-30
Verviers,2804,Halle-Vilvoorde,6915,1.1628426189976006e-06,2020-06-30
Huy,1375,Halle-Vilvoorde,6915,1.5491658658686855e-06,2020-06-30
Antwerpen,12564,Halle-Vilvoorde,6915,8.070924225332958e-06,2020-06-30
Kortrijk,4141,Halle-Vilvoorde,6915,2.443970604542548e-06,2020-06-30
Eeklo,1311,Halle-Vilvoorde,6915,3.2468493480024473e-06,2020-06-30
Ieper,1558,Halle-Vilvoorde,6915,1.537511161758277e-06,2020-06-30
Tournai,1817,Halle-Vilvoorde,6915,2.8967858707948982e-06,2020-06-30
Ath,1096,Halle-Vilvoorde,6915,6.276547388874604e-06,2020-06-30
Thuin,1979,Halle-Vilvoorde,6915,3.907820150000791e-06,2020-06-30
Mechelen,4177,Halle-Vilvoorde,6915,1.8422394271936e-05,2020-06-30
Philippeville,835,Halle-Vilvoorde,6915,2.0170209455413447e-06,2020-06-30
Brugge,3707,Halle-Vilvoorde,6915,7.319523739768724e-06,2020-06-30
Oostende,2520,Halle-Vilvoorde,6915,1.946139955406388e-05,2020-06-30
Huy,1375,Ath,1096,1.184946440420893e-06,2020-06-30
Roeselare,2472,Ath,1096,1.1201080651553687e-06,2020-06-30
Maaseik,3671,Ath,1096,2.2376448745235862e-07,2020-06-30
Kortrijk,4141,Ath,1096,2.8914645323989663e-06,2020-06-30
Gent,6732,Ath,1096,2.1209987318921767e-06,2020-06-30
Leuven,5614,Ath,1096,1.3608951917589214e-06,2020-06-30
Dendermonde,2853,Ath,1096,1.3788494939722612e-06,2020-06-30
Virton,589,Ath,1096,5.60927178632556e-07,2020-06-30
Sint-Niklaas,3462,Ath,1096,9.70270449090548e-07,2020-06-30
Diksmuide,747,Ath,1096,1.7200604449234005e-06,2020-06-30
Soignies,2464,Ath,1096,5.613819683549708e-05,2020-06-30
Marche-en-Famenne,690,Ath,1096,2.6013724541969542e-06,2020-06-30
Ieper,1558,Ath,1096,7.532410524560764e-07,2020-06-30
Tournai,1817,Ath,1096,0.00011105612156765296,2020-06-30
Eeklo,1311,Ath,1096,9.79389767305884e-07,2020-06-30
Antwerpen,12564,Ath,1096,5.011777424070279e-07,2020-06-30
Aalst,4432,Ath,1096,4.535742473346643e-06,2020-06-30
Brussel Hoofdstad,12500,Ath,1096,1.4716320530645347e-05,2020-06-30
Oostende,2520,Ath,1096,7.75031643503576e-06,2020-06-30
Diksmuide,747,Leuven,5614,1.9741165925475656e-06,2020-06-30
Waremme,1035,Leuven,5614,5.694066672572788e-06,2020-06-30
Maaseik,3671,Leuven,5614,6.766578754517612e-06,2020-06-30
Hasselt,6225,Leuven,5614,2.4383062755827055e-05,2020-06-30
Dendermonde,2853,Leuven,5614,2.761928935023313e-06,2020-06-30
Aalst,4432,Leuven,5614,3.865643863635523e-06,2020-06-30
Marche-en-Famenne,690,Leuven,5614,2.1718980097490344e-06,2020-06-30
Brussel Hoofdstad,12500,Leuven,5614,1.816228278510074e-05,2020-06-30
Sint-Niklaas,3462,Leuven,5614,2.9386988600970852e-06,2020-06-30
Halle-Vilvoorde,6915,Leuven,5614,1.4740255822455033e-05,2020-06-30
Mons,3369,Leuven,5614,7.945239806196115e-07,2020-06-30
Gent,6732,Leuven,5614,3.150255773904984e-06,2020-06-30
Oudenaarde,1628,Leuven,5614,2.0149882658788965e-06,2020-06-30
Roeselare,2472,Leuven,5614,1.6762659366231918e-06,2020-06-30
Sint-Niklaas,3462,Oostende,2520,1.3956678029279196e-05,2020-06-30
Charleroi,5815,Oostende,2520,5.9820471292239714e-06,2020-06-30
Mons,3369,Oostende,2520,5.605121103661719e-06,2020-06-30
Turnhout,6565,Oostende,2520,9.372157017725146e-06,2020-06-30
Namur,3761,Oostende,2520,3.950786100923476e-06,2020-06-30
Marche-en-Famenne,690,Oostende,2520,7.777097688243305e-06,2020-06-30
Gent,6732,Oostende,2520,2.777596962840504e-05,2020-06-30
Maaseik,3671,Oostende,2520,7.817487170216413e-06,2020-06-30
Eeklo,1311,Oostende,2520,2.261489885668085e-05,2020-06-30
Philippeville,835,Oostende,2520,4.602473058418311e-06,2020-06-30
Dinant,1309,Oostende,2520,8.285541248726523e-06,2020-06-30
Tongeren,3135,Oostende,2520,1.9739240577795294e-05,2020-06-30
Oostende,2520,Oostende,2520,0.0,2020-06-30
Leuven,5614,Philippeville,835,9.633471957132436e-07,2020-06-30
Diksmuide,747,Philippeville,835,4.0239531137253757e-07,2020-06-30
Brugge,3707,Philippeville,835,5.599165587793673e-07,2020-06-30
Antwerpen,12564,Philippeville,835,2.3418733098227977e-07,2020-06-30
Mechelen,4177,Philippeville,835,5.452687770599228e-07,2020-06-30
Roeselare,2472,Philippeville,835,7.497718386620196e-07,2020-06-30
Philippeville,835,Philippeville,835,0.0,2020-06-30
Kortrijk,4141,Philippeville,835,4.0339738870713627e-07,2020-06-30
Brugge,3707,Virton,589,9.97323635905349e-08,2020-06-30
Antwerpen,12564,Virton,589,2.5397493332802075e-07,2020-06-30
Ieper,1558,Virton,589,5.99997862061672e-08,2020-06-30
Eeklo,1311,Virton,589,1.4260818750451336e-07,2020-06-30
Oostende,2520,Virton,589,8.926218729961958e-07,2020-06-30
Charleroi,5815,Virton,589,1.3060346202927228e-06,2020-06-30
Sint-Niklaas,3462,Virton,589,1.2746718675458454e-07,2020-06-30
Bastogne,512,Virton,589,4.9212031148940885e-05,2020-06-30
Waremme,1035,Virton,589,4.42153901714444e-06,2020-06-30
Dinant,1309,Virton,589,5.572147056075091e-06,2020-06-30
Namur,3761,Virton,589,3.4069267853901413e-06,2020-06-30
Veurne,894,Virton,589,3.92819206130358e-06,2020-06-30
Hasselt,6225,Brussel Hoofdstad,12500,4.6783961241792575e-06,2020-06-30
Eeklo,1311,Brussel Hoofdstad,12500,2.210780574624968e-06,2020-06-30
Tielt,1342,Brussel Hoofdstad,12500,1.3533756771461687e-06,2020-06-30
Verviers,2804,Brussel Hoofdstad,12500,3.5071779543962136e-06,2020-06-30
Bastogne,512,Brussel Hoofdstad,12500,2.847532242063492e-06,2020-06-30
Thuin,1979,Brussel Hoofdstad,12500,9.17536915389366e-06,2020-06-30
Mechelen,4177,Brussel Hoofdstad,12500,1.2802582927672706e-05,2020-06-30
Huy,1375,Brussel Hoofdstad,12500,4.654862914862915e-06,2020-06-30
Neufchâteau,703,Brussel Hoofdstad,12500,2.8049289891395157e-06,2020-06-30
Philippeville,835,Brussel Hoofdstad,12500,7.155070810759433e-06,2020-06-30
Dinant,1309,Brussel Hoofdstad,12500,6.490323402088107e-06,2020-06-30
Brugge,3707,Brussel Hoofdstad,12500,7.432238878826415e-06,2020-06-30
Kortrijk,4141,Brussel Hoofdstad,12500,3.059522851239828e-06,2020-06-30
Namur,3761,Brussel Hoofdstad,12500,1.402940791667194e-05,2020-06-30
Dendermonde,2853,Eeklo,1311,1.082819028179045e-05,2020-06-30
Kortrijk,4141,Eeklo,1311,6.730738893262788e-06,2020-06-30
Nivelles,3842,Eeklo,1311,1.0155289871112936e-06,2020-06-30
Tongeren,3135,Eeklo,1311,1.1820322752114477e-06,2020-06-30
Sint-Niklaas,3462,Eeklo,1311,1.4207786096464349e-05,2020-06-30
Roeselare,2472,Eeklo,1311,4.9673704099844376e-06,2020-06-30
Thuin,1979,Eeklo,1311,2.9462094965672e-07,2020-06-30
Tournai,1817,Eeklo,1311,5.572344554925796e-07,2020-06-30
Ieper,1558,Eeklo,1311,5.51052482216064e-06,2020-06-30
Arlon,821,Eeklo,1311,2.0784527943571023e-07,2020-06-30
Mons,3369,Eeklo,1311,4.0003656060135495e-07,2020-06-30
Antwerpen,12564,Eeklo,1311,4.636101162845331e-06,2020-06-30
Turnhout,6565,Gent,6732,1.7163404733779418e-06,2020-06-30
Aalst,4432,Gent,6732,2.24680610781915e-05,2020-06-30
Soignies,2464,Gent,6732,1.2240474032435137e-06,2020-06-30
Philippeville,835,Gent,6732,5.17455313745087e-07,2020-06-30
Thuin,1979,Gent,6732,4.420215657818329e-07,2020-06-30
Antwerpen,12564,Gent,6732,6.0594027693263924e-06,2020-06-30
Halle-Vilvoorde,6915,Gent,6732,6.074808627337232e-06,2020-06-30
Arlon,821,Gent,6732,1.9161084546434788e-07,2020-06-30
Oudenaarde,1628,Gent,6732,4.0157599203945016e-05,2020-06-30
Mouscron,1119,Gent,6732,3.8020653689843604e-06,2020-06-30
Mons,3369,Gent,6732,6.379270313992318e-07,2020-06-30
Turnhout,6565,Tielt,1342,1.3438674979009338e-06,2020-06-30
Eeklo,1311,Tielt,1342,1.4872533699671036e-05,2020-06-30
Nivelles,3842,Tielt,1342,6.261049540250093e-07,2020-06-30
Mechelen,4177,Tielt,1342,1.0622297678267724e-06,2020-06-30
Halle-Vilvoorde,6915,Tielt,1342,1.6595273476252104e-06,2020-06-30
Soignies,2464,Tielt,1342,6.915397972854859e-07,2020-06-30
Diksmuide,747,Tielt,1342,2.2549866392449842e-05,2020-06-30
Mons,3369,Tielt,1342,4.0867890633594325e-07,2020-06-30
Leuven,5614,Tielt,1342,1.7852299198845013e-06,2020-06-30
Neufchâteau,703,Tielt,1342,2.828680568111112e-07,2020-06-30
Dendermonde,2853,Soignies,2464,2.0951081629690614e-06,2020-06-30
Nivelles,3842,Soignies,2464,3.301399962975268e-05,2020-06-30
Aalst,4432,Soignies,2464,6.109752105291849e-06,2020-06-30
Brussel Hoofdstad,12500,Soignies,2464,3.4099686276025564e-05,2020-06-30
Dinant,1309,Soignies,2464,3.2131420553266565e-06,2020-06-30
Namur,3761,Soignies,2464,7.633140102301987e-06,2020-06-30
Waremme,1035,Soignies,2464,2.903165914294278e-06,2020-06-30
Philippeville,835,Soignies,2464,1.781667802305099e-05,2020-06-30
Leuven,5614,Soignies,2464,1.748226525688165e-06,2020-06-30
Arlon,821,Soignies,2464,6.429220176610119e-07,2020-06-30
Tongeren,3135,Soignies,2464,4.704333886664714e-07,2020-06-30
Diksmuide,747,Brugge,3707,5.0689252600756185e-05,2020-06-30
Eeklo,1311,Brugge,3707,4.876125678025602e-05,2020-06-30
Dinant,1309,Brugge,3707,4.462121966933441e-06,2020-06-30
Namur,3761,Brugge,3707,1.1579625572447421e-06,2020-06-30
Halle-Vilvoorde,6915,Brugge,3707,7.319523739768724e-06,2020-06-30
Turnhout,6565,Brugge,3707,4.959164843996057e-06,2020-06-30
Dendermonde,2853,Brugge,3707,1.0088381262563054e-05,2020-06-30
Mechelen,4177,Brugge,3707,9.590875437936744e-06,2020-06-30
Mouscron,1119,Brugge,3707,3.292263298150284e-06,2020-06-30
Eeklo,1311,Liège,7678,4.276399977094344e-07,2020-06-30
Dendermonde,2853,Liège,7678,6.200698561175694e-07,2020-06-30
Verviers,2804,Liège,7678,5.377793429821539e-05,2020-06-30
Hasselt,6225,Liège,7678,1.97199279344479e-06,2020-06-30
Mouscron,1119,Liège,7678,6.021073730807401e-07,2020-06-30
Virton,589,Liège,7678,5.3536007431688015e-06,2020-06-30
Brugge,3707,Liège,7678,2.6762593304016136e-06,2020-06-30
Soignies,2464,Liège,7678,1.350843212185219e-06,2020-06-30
Turnhout,6565,Liège,7678,4.5615648185933856e-07,2020-06-30
Ieper,1558,Liège,7678,1.5533226826450448e-07,2020-06-30
Tournai,1817,Liège,7678,7.842470257689147e-07,2020-06-30
Mechelen,4177,Liège,7678,6.952887948420175e-07,2020-06-30
Antwerpen,12564,Liège,7678,7.01813216865091e-07,2020-06-30
Gent,6732,Liège,7678,5.110283865410558e-07,2020-06-30
Philippeville,835,Liège,7678,2.376432092215425e-06,2020-06-30
Thuin,1979,Liège,7678,1.6113531086651429e-06,2020-06-30
Tielt,1342,Liège,7678,3.187369675718332e-07,2020-06-30
Veurne,894,Liège,7678,3.005906137576682e-06,2020-06-30
Sint-Niklaas,3462,Liège,7678,3.032781446471464e-07,2020-06-30
Neufchâteau,703,Liège,7678,5.4609464954812565e-06,2020-06-30
Oostende,2520,Liège,7678,4.972530747704714e-06,2020-06-30
Huy,1375,Liège,7678,7.184495195696031e-05,2020-06-30
Tongeren,3135,Liège,7678,6.356258541243665e-06,2020-06-30
Arlon,821,Liège,7678,3.910566192220056e-06,2020-06-30
Mons,3369,Liège,7678,9.966396005760478e-07,2020-06-30
Halle-Vilvoorde,6915,Liège,7678,1.952507037534603e-06,2020-06-30
Diksmuide,747,Roeselare,2472,9.630341282597556e-05,2020-06-30
Kortrijk,4141,Roeselare,2472,6.388598643588411e-05,2020-06-30
Philippeville,835,Roeselare,2472,7.497718386620196e-07,2020-06-30
Marche-en-Famenne,690,Roeselare,2472,2.9354535695115407e-06,2020-06-30
Bastogne,512,Roeselare,2472,4.906766298415266e-07,2020-06-30
Oudenaarde,1628,Roeselare,2472,1.005580685495734e-05,2020-06-30
Mechelen,4177,Roeselare,2472,1.4208579182250302e-06,2020-06-30
Oostende,2520,Roeselare,2472,3.559463178325387e-05,2020-06-30
Huy,1375,Roeselare,2472,4.544403816248476e-07,2020-06-30
Mons,3369,Roeselare,2472,9.50112727396759e-07,2020-06-30
Tongeren,3135,Roeselare,2472,1.0951496537427383e-06,2020-06-30
Neufchâteau,703,Antwerpen,12564,2.173387597908786e-06,2020-06-30
Dinant,1309,Antwerpen,12564,1.3026420760001298e-06,2020-06-30
Antwerpen,12564,Antwerpen,12564,0.0,2020-06-30
Leuven,5614,Antwerpen,12564,6.9899295784388615e-06,2020-06-30
Marche-en-Famenne,690,Antwerpen,12564,2.9149695358705226e-06,2020-06-30
Oostende,2520,Antwerpen,12564,1.0097488312598377e-05,2020-06-30
Arlon,821,Antwerpen,12564,2.5318429498285643e-07,2020-06-30
Ath,1096,Antwerpen,12564,5.011777424070279e-07,2020-06-30
Liège,7678,Antwerpen,12564,7.01813216865091e-07,2020-06-30
Tielt,1342,Antwerpen,12564,1.7434921219348233e-06,2020-06-30
Namur,3761,Antwerpen,12564,4.568641239818077e-07,2020-06-30
Nivelles,3842,Antwerpen,12564,1.8993853985298519e-06,2020-06-30
Kortrijk,4141,Antwerpen,12564,2.109565243758406e-06,2020-06-30
Brugge,3707,Antwerpen,12564,1.0974677890750094e-05,2020-06-30
Gent,6732,Antwerpen,12564,6.0594027693263924e-06,2020-06-30
Aalst,4432,Antwerpen,12564,3.0877734889691864e-06,2020-06-30
Veurne,894,Mechelen,4177,1.0106766475133997e-05,2020-06-30
Tielt,1342,Mechelen,4177,1.0622297678267724e-06,2020-06-30
Hasselt,6225,Mechelen,4177,4.619829874884086e-06,2020-06-30
Virton,589,Mechelen,4177,3.7198555247308775e-07,2020-06-30
Waremme,1035,Mechelen,4177,8.68217191734868e-07,2020-06-30
Charleroi,5815,Mechelen,4177,8.933338094730652e-07,2020-06-30
Oudenaarde,1628,Mechelen,4177,1.6181205581492866e-06,2020-06-30
Namur,3761,Mechelen,4177,7.286218551146193e-07,2020-06-30
Roeselare,2472,Mechelen,4177,1.4208579182250302e-06,2020-06-30
Huy,1375,Mechelen,4177,5.080905847005917e-07,2020-06-30
Brugge,3707,Mechelen,4177,9.590875437936744e-06,2020-06-30
Aalst,4432,Turnhout,6565,1.366777144648253e-06,2020-06-30
Brugge,3707,Turnhout,6565,4.959164843996057e-06,2020-06-30
Arlon,821,Turnhout,6565,2.415799529920199e-07,2020-06-30
Ath,1096,Turnhout,6565,3.087772180602996e-07,2020-06-30
Oostende,2520,Turnhout,6565,9.372157017725146e-06,2020-06-30
Leuven,5614,Turnhout,6565,1.1797054275282327e-05,2020-06-30
Kortrijk,4141,Turnhout,6565,1.126093154971242e-06,2020-06-30
Huy,1375,Thuin,1979,1.6797951360861919e-06,2020-06-30
Maaseik,3671,Thuin,1979,6.933606987991701e-07,2020-06-30
Leuven,5614,Thuin,1979,1.7130567488277843e-06,2020-06-30
Neufchâteau,703,Thuin,1979,4.981221404986731e-06,2020-06-30
Antwerpen,12564,Thuin,1979,3.256185393435497e-07,2020-06-30
Oostende,2520,Thuin,1979,4.330634804779996e-06,2020-06-30
Bastogne,512,Thuin,1979,8.953800683466076e-07,2020-06-30
Gent,6732,Waremme,1035,5.573542385610208e-07,2020-06-30
Virton,589,Waremme,1035,4.42153901714444e-06,2020-06-30
Dendermonde,2853,Waremme,1035,6.736149596195211e-07,2020-06-30
Tournai,1817,Waremme,1035,1.0661308349008251e-06,2020-06-30
Waremme,1035,Waremme,1035,0.0,2020-06-30
Thuin,1979,Waremme,1035,4.661804557081779e-06,2020-06-30
Tielt,1342,Waremme,1035,5.206838777758235e-07,2020-06-30
Verviers,2804,Waremme,1035,1.2729898768735628e-05,2020-06-30
Halle-Vilvoorde,6915,Waremme,1035,4.816072320552183e-06,2020-06-30
Leuven,5614,Waremme,1035,5.694066672572788e-06,2020-06-30
Marche-en-Famenne,690,Waremme,1035,1.2918426723299651e-05,2020-06-30
Oostende,2520,Waremme,1035,8.674945197259437e-06,2020-06-30
Eeklo,1311,Charleroi,5815,4.418662100897148e-07,2020-06-30
Mons,3369,Charleroi,5815,1.836625995635344e-05,2020-06-30
Waremme,1035,Charleroi,5815,3.642193879835162e-06,2020-06-30
Liège,7678,Charleroi,5815,3.1187596476704037e-06,2020-06-30
Charleroi,5815,Charleroi,5815,0.0,2020-06-30
Bastogne,512,Charleroi,5815,3.5615295286035017e-06,2020-06-30
Roeselare,2472,Charleroi,5815,4.7226724185793884e-07,2020-06-30
Neufchâteau,703,Charleroi,5815,3.071482514393317e-06,2020-06-30
Namur,3761,Charleroi,5815,3.584729712250636e-05,2020-06-30
Nivelles,3842,Charleroi,5815,2.6934550696783124e-05,2020-06-30
Kortrijk,4141,Charleroi,5815,9.660087558514526e-07,2020-06-30
Turnhout,6565,Charleroi,5815,2.944319452496495e-07,2020-06-30
Veurne,894,Charleroi,5815,7.940156652985656e-06,2020-06-30
Virton,589,Arlon,821,0.00028588482653466144,2020-06-30
Tielt,1342,Arlon,821,3.83127529650163e-07,2020-06-30
Sint-Niklaas,3462,Arlon,821,1.4484961457521018e-07,2020-06-30
Oudenaarde,1628,Arlon,821,2.8910085243824593e-07,2020-06-30
Maaseik,3671,Arlon,821,1.5437777204874955e-07,2020-06-30
Diksmuide,747,Arlon,821,2.8955344737352184e-07,2020-06-30
Charleroi,5815,Arlon,821,1.1199408037879672e-06,2020-06-30
Roeselare,2472,Arlon,821,1.754859264940506e-07,2020-06-30
Dinant,1309,Arlon,821,9.334095724437489e-06,2020-06-30
Aalst,4432,Arlon,821,2.242500072065364e-07,2020-06-30
Kortrijk,4141,Arlon,821,1.6705772823629345e-07,2020-06-30
Tournai,1817,Arlon,821,3.770721370839889e-07,2020-06-30
Ath,1096,Arlon,821,1.2232439125826215e-06,2020-06-30
Leuven,5614,Arlon,821,2.8024307307828104e-07,2020-06-30
Philippeville,835,Arlon,821,1.1237023661626342e-06,2020-06-30
Mouscron,1119,Arlon,821,1.050700803829957e-06,2020-06-30
Liège,7678,Arlon,821,3.910566192220056e-06,2020-06-30
Neufchâteau,703,Arlon,821,7.092282037791363e-05,2020-06-30
Oostende,2520,Arlon,821,3.1460513559869743e-06,2020-06-30
Soignies,2464,Aalst,4432,6.109752105291849e-06,2020-06-30
Nivelles,3842,Aalst,4432,5.173745989029563e-06,2020-06-30
Oudenaarde,1628,Aalst,4432,4.54552681256201e-05,2020-06-30
Dendermonde,2853,Aalst,4432,4.601326016687293e-05,2020-06-30
Ath,1096,Aalst,4432,4.535742473346643e-06,2020-06-30
Tielt,1342,Aalst,4432,5.071200505763594e-06,2020-06-30
Arlon,821,Aalst,4432,2.242500072065364e-07,2020-06-30
Eeklo,1311,Aalst,4432,8.473518813339878e-06,2020-06-30
Diksmuide,747,Aalst,4432,3.3600128360940562e-06,2020-06-30
Roeselare,2472,Aalst,4432,3.8783720109788684e-06,2020-06-30
Bastogne,512,Aalst,4432,7.972151124711692e-07,2020-06-30
Namur,3761,Aalst,4432,1.3095385314913204e-06,2020-06-30
Dinant,1309,Aalst,4432,1.11270714390121e-06,2020-06-30
Brugge,3707,Aalst,4432,1.2717033277979295e-05,2020-06-30
Maaseik,3671,Aalst,4432,1.0810345435289009e-06,2020-06-30
Sint-Niklaas,3462,Aalst,4432,6.695026041141656e-06,2020-06-30
Neufchâteau,703,Aalst,4432,5.699508715849206e-07,2020-06-30
Hasselt,6225,Aalst,4432,1.4498247128678602e-06,2020-06-30
Marche-en-Famenne,690,Aalst,4432,1.6985966503310718e-06,2020-06-30
Waremme,1035,Aalst,4432,1.9451462023271787e-06,2020-06-30
Mouscron,1119,Aalst,4432,2.1769991466979494e-06,2020-06-30
